rent,sqft,fitness_center,air_conditioning,in_unit_washer_dryer,laundry_facilities,roof,concierge,pool,elevator,garage,latitude,longitude,dishwasher,dist_transit,dist_wall_street,pets_allowed,beds_times_baths
3499.0,900.0,0,0,0,0,0,0,0,0,0,40.71962,-73.95816,0,0.12810653088725082,2.8448209500485535,1,2.0
2699.0,1000.0,0,0,0,0,0,0,0,0,0,40.68862,-73.93799,0,0.5867625274838437,4.005060508179297,1,3.0
3999.0,950.0,0,1,0,1,0,0,0,0,0,40.73467,-73.95464,1,0.16721233239521088,3.452259796872005,1,6.0
3950.0,900.0,0,1,0,1,0,0,0,0,0,40.73467,-73.95464,1,0.16721233239521088,3.452259796872005,1,6.0
1600.0,900.0,0,0,0,0,0,0,0,0,0,40.67149,-73.9359,0,0.18718773025492652,4.627288733069512,1,1.0
2200.0,823.0,0,0,0,0,0,0,0,0,0,40.64147,-73.99931,0,0.25695754058246034,4.613846045595147,0,2.0
4500.0,1200.0,0,0,0,0,0,0,0,0,0,40.66798,-73.98853,0,0.14445692091118664,2.9717074756618516,0,3.0
2500.0,900.0,0,0,0,1,0,0,0,0,1,40.65508,-73.88306,1,0.7677344445837028,7.589043723203951,1,2.0
3200.0,1200.0,0,0,0,1,0,0,0,0,0,40.68124,-73.99366,0,0.03693584023951212,2.0247735059288754,0,2.0
2999.0,950.0,0,0,0,1,0,0,0,0,0,40.67233,-73.95041,0,0.18003442426522653,3.9732280222117344,1,3.0
1650.0,750.0,0,0,0,0,0,0,0,0,0,40.68687,-73.87268,0,0.18410511961350576,7.345131884909353,0,0.0
2799.0,800.0,0,0,0,0,0,0,0,0,0,40.69495,-73.91519,1,0.31731624977503115,5.052927042249272,0,2.0
2199.0,900.0,0,0,0,0,0,0,0,0,0,40.69495,-73.91519,1,0.31731624977503115,5.052927042249272,0,2.0
2300.0,1000.0,0,0,0,0,0,0,0,0,0,40.57853,-73.98708,0,0.3459909256709823,9.00904761615237,0,3.0
4000.0,1600.0,0,1,0,0,0,0,0,0,0,40.67812,-73.91742,0,0.19600317485828875,5.272226057025025,0,3.0
4547.5,657.0,1,1,1,1,1,1,1,1,1,40.67776,-73.99056,1,0.2708394928504266,2.3119794957428645,1,1.0
6597.5,1092.5,1,1,1,1,1,1,1,1,1,40.67776,-73.99056,1,0.2708394928504266,2.3119794957428645,1,4.0
3047.5,495.0,1,1,1,1,1,1,1,1,1,40.67776,-73.99056,1,0.2708394928504266,2.3119794957428645,1,0.0
7000.0,1600.0,1,1,1,1,1,1,1,1,1,40.67776,-73.99056,1,0.2708394928504266,2.3119794957428645,1,5.0
2500.0,750.0,0,1,1,0,0,0,0,0,0,40.69744,-73.93009,0,0.1891626252976454,4.254442368289458,1,2.0
3500.0,1400.0,0,1,1,0,0,0,0,0,0,40.69744,-73.93009,0,0.1891626252976454,4.254442368289458,1,6.0
1650.0,400.0,0,1,1,1,0,0,0,0,0,40.68285,-73.9345,0,0.26361244385915994,4.320864902459611,0,0.0
1575.0,400.0,0,1,1,1,0,0,0,0,0,40.68285,-73.9345,0,0.26361244385915994,4.320864902459611,0,0.0
1300.0,400.0,0,1,1,1,0,0,0,0,0,40.68285,-73.9345,0,0.26361244385915994,4.320864902459611,0,0.0
1925.0,750.0,0,0,0,1,0,0,0,0,0,40.66049,-73.94009,0,0.5662821595247914,4.913093510732956,1,1.0
1699.0,750.0,0,0,0,1,0,0,0,0,0,40.66049,-73.94009,0,0.5662821595247914,4.913093510732956,1,1.0
